-3.359113060543538865e+01,2.102744267666494338e+01
2.174301486180756982e+01,-4.929795873602863310e+01
2.933850562010334784e+01,2.147648558858662327e+01
-4.886606389641889336e+01,7.688554411352064299e+00
3.234291008408689549e+01,6.396605704443238949e+00
-6.273482309267456536e+00,-3.045278190843127319e+01
9.567076347736973574e+00,4.300272038642154371e+01
-1.380960205855283895e+01,-6.414275727895147883e-01
-1.718077646406229775e+01,-3.835291098592949766e+01
2.266250812282464366e+01,-1.897105058341124106e+01
2.959221126047410166e+01,1.649856319728162646e+01
-4.765017417583212733e+01,4.487394627836733463e+01
1.141715264306878908e+01,-6.049574562428792035e+01
-1.154140102332474527e+01,5.684983479564755982e+01
2.757866794335373939e+01,-5.496458022250635622e+00
-2.575848010770264906e+01,-3.221517215970746406e+01
3.098890353513300155e+01,2.396179290566465170e+01
-1.180635775592308256e+01,-3.760638821154652334e+01
1.500973278535416178e+01,6.328878223600969477e+01
-1.376321480742373637e+01,-3.153483437605657258e+01
